"row","kTotal","kWithin","kOut","kDiff","module","Target_annotation","Target_Contig"
"FUN_046312",373.522280575154,340.849646991163,32.6726335839914,308.177013407172,"greenyellow","CDT1",2360
"FUN_045347",358.079310546497,340.482105023121,17.5972055233765,322.884899499744,"orange","UBE2B",2354
"FUN_034477",375.415308780727,340.40056738202,35.0147413987068,305.385825983314,"greenyellow","MSH4",1903
"FUN_028399",371.894763838077,339.982344861476,31.9124189766009,308.069925884875,"violet","",1576
"FUN_012321",350.665954010746,339.378621502259,11.2873325084868,328.091288993772,"orange","",709
"FUN_021339",353.443953433708,339.372374276132,14.0715791575753,325.300795118557,"orange","CDS1",1207
"FUN_009944",369.959940132339,339.340639195288,30.6193009370505,308.721338258238,"violet","",606
"FUN_031584",349.533146356234,339.15048995013,10.3826564061035,328.767833544027,"orange","",1757
"FUN_042712",348.148040088426,338.27748845807,9.87055163035643,328.406936827713,"orange","PLSCR3_2",2314
"FUN_040721",373.00246263604,338.171016915443,34.8314457205979,303.339571194845,"violet","",2210
"FUN_015452",365.583654261666,337.841060960962,27.7425933007043,310.098467660257,"violet","FCN2_7",896
"FUN_024557",372.563781847337,337.824497756183,34.739284091154,303.085213665029,"greenyellow","",1386
"FUN_024297",365.34548258938,337.798731107389,27.546751481991,310.251979625398,"orange","",1367
"FUN_021875",368.919193068743,337.701429004728,31.2177640640148,306.483664940713,"violet","",1234
"FUN_031492",356.460523314556,337.620544391077,18.8399789234788,318.780565467598,"orange","WBSCR27_3",1754
"FUN_040427",364.649746574985,336.861809175112,27.7879373998738,309.073871775238,"violet","",2194
"FUN_002944",367.36075835818,336.727932973311,30.6328253848686,306.095107588443,"violet","MUC3A_1",226
"FUN_011533",343.412544805395,336.393188100902,7.01935670449336,329.373831396409,"orange","RGS20",676
"FUN_003449",372.237955397968,336.250182963907,35.9877724340605,300.262410529847,"violet","",269
"FUN_022410",375.614881149013,336.168090340691,39.4467908083212,296.72129953237,"violet","HVCN1_10",1270
"FUN_016080",369.516149365887,336.136430541923,33.3797188239643,302.756711717958,"greenyellow","",934
"FUN_001699",369.536295904996,335.886523139035,33.6497727659603,302.236750373075,"violet","",156
"FUN_011779",379.573572570048,335.735102591518,43.8384699785294,291.896632612989,"greenyellow","ARMC1",687
"FUN_014536",365.741249268874,335.608353137911,30.1328961309633,305.475457006948,"violet","CUZD1_2",823
"FUN_001240",371.490034877269,335.604335323587,35.8856995536815,299.718635769906,"greenyellow","",122
"FUN_007671",374.665185394668,335.58403320824,39.0811521864284,296.502881021812,"greenyellow","ATAD5",503
"FUN_024119",343.537798019453,334.981713059209,8.55608496024348,326.425628098966,"orange","ELOVL7_2",1359
"FUN_036792",372.551871424857,334.920560571978,37.6313108528786,297.2892497191,"greenyellow","",1997
"FUN_029071",360.97578346254,334.904428635013,26.0713548275267,308.833073807486,"violet","",1606
"FUN_029919",341.525202992604,334.788889378285,6.73631361431893,328.052575763966,"orange","",1683
"FUN_010080",362.64632589515,334.737501091959,27.9088248031907,306.828676288768,"violet","",613
"FUN_008727",374.743765138771,334.490195926153,40.2535692126177,294.236626713535,"violet","",549
"FUN_024120",348.941498831973,334.379458844626,14.5620399873466,319.81741885728,"orange","PTCHD3_7",1359
"FUN_022701",351.496015006942,334.294420690722,17.2015943162201,317.092826374502,"orange","KCNIP4",1294
"FUN_001201",343.457376899242,334.277750320802,9.17962657844021,325.098123742362,"orange","RUFY1",120
"FUN_032257",364.243881296538,334.217654363767,30.0262269327706,304.191427430996,"greenyellow","STARD7_3",1787
"FUN_036988",368.972418146623,334.208458543135,34.7639596034887,299.444498939646,"violet","BIRC2_54",2008
"FUN_037000",352.04845655273,333.954169319867,18.0942872328623,315.859882087005,"orange","LRPAP1",2010
"FUN_038879",358.932555932855,333.730345498535,25.2022104343199,308.528135064215,"orange","",2114
"FUN_009178",351.863428788781,332.927065166863,18.9363636219181,313.990701544945,"orange","DYNC1LI1",569
"FUN_013575",360.141288672401,332.647318586106,27.4939700862946,305.153348499812,"violet","NIPAL1_1",769
"FUN_016135",364.109894706853,332.616779051075,31.4931156557776,301.123663395298,"violet","",936
"FUN_017689",366.121462226194,332.436112858483,33.6853493677111,298.750763490772,"violet","",1018
"FUN_015424",340.245387194988,331.981653150686,8.26373404430211,323.717919106384,"orange","GRIA4",891
"FUN_028676",363.722628384181,331.958952165375,31.763676218806,300.195275946569,"violet","",1591
"FUN_036986",369.35199885225,331.812785580086,37.5392132721639,294.273572307922,"violet","IAP2_2",2008
"FUN_017830",372.936767435213,331.78038375108,41.156383684133,290.624000066947,"greenyellow","",1025
"FUN_021814",363.703452621756,330.524803148435,33.1786494733205,297.346153675115,"violet","",1234
"FUN_037254",359.56154458599,330.061942708043,29.4996018779472,300.562340830095,"violet","",2033
"FUN_012966",359.787306322975,329.942520756496,29.8447855664791,300.097735190017,"violet","",746
"FUN_015707",359.35515941057,329.822979946641,29.532179463929,300.290800482712,"violet","DEGS1_2",901
"FUN_026185",363.698051537363,329.773469353098,33.9245821842654,295.848887168833,"violet","",1441
"FUN_027684",367.670063563466,329.521728489516,38.14833507395,291.373393415566,"violet","",1533
"FUN_004542",342.763125141854,329.493789506875,13.2693356349794,316.224453871895,"orange","inafm2",327
"FUN_041400",369.993619995087,329.398607791063,40.595012204024,288.803595587039,"greenyellow","NEDD1",2242
"FUN_013697",342.544906376644,329.058496395862,13.4864099807822,315.57208641508,"orange","SNX25",773
"FUN_034510",365.923680640689,328.946056137664,36.9776245030254,291.968431634638,"greenyellow","",1903
"FUN_017386",346.076298459161,328.535798068223,17.5405003909381,310.995297677285,"orange","NAALAD2_3",1007
"FUN_046118",367.637814565723,328.362103336042,39.275711229681,289.086392106361,"greenyellow","EXO1",2359
"FUN_041282",340.189445583101,328.354688914126,11.8347566689747,316.519932245152,"orange","VPS33B",2234
"FUN_035719",344.397932437687,328.094879116061,16.3030533216253,311.791825794436,"orange","",1953
"FUN_008610",340.959314760315,327.949967266149,13.0093474941659,314.940619771984,"orange","",547
"FUN_001238",340.882613280097,327.941134278393,12.9414790017049,314.999655276688,"orange","GNB4",122
"FUN_014237",362.97659799759,327.86921124673,35.1073867508605,292.761824495869,"violet","",809
"FUN_041148",344.282109898078,327.409568358368,16.8725415397104,310.537026818658,"orange","",2232
"FUN_027938",359.151696850662,327.197456763683,31.9542400869792,295.243216676704,"violet","",1550
"FUN_040402",361.247738370258,327.023572935613,34.2241654346448,292.799407500969,"greenyellow","",2194
"FUN_045796",353.025610540058,326.935809884727,26.0898006553307,300.846009229397,"violet","Tspan18_14",2357
"FUN_044124",354.343803042235,326.617392451041,27.7264105911938,298.890981859847,"greenyellow","SYCP3",2344
"FUN_028626",354.516221956974,326.414415301793,28.1018066551811,298.312608646612,"violet","",1583
"FUN_026183",364.513713642066,326.200953819796,38.3127598222702,287.888193997526,"violet","",1441
"FUN_000052",370.426693033129,326.163604953876,44.2630880792532,281.900516874623,"greenyellow","MKI67",32
"FUN_045554",357.730267166008,326.120555108096,31.6097120579122,294.510843050183,"violet","ADAM10_2",2356
"FUN_035897",356.314569539442,325.994587556934,30.3199819825082,295.674605574425,"violet","FOXJ1",1956
"FUN_015564",369.602657554839,325.711765554245,43.8908920005936,281.820873553651,"greenyellow","",896
"FUN_042242",356.600553967516,325.516722459223,31.083831508293,294.43289095093,"greenyellow","APEX1",2292
"FUN_045839",334.36872908543,325.41223220145,8.95649688398055,316.455735317469,"orange","B3GALT1_8",2357
"FUN_042926",353.669198737018,325.285315208193,28.3838835288254,296.901431679368,"violet","",2323
"FUN_003328",355.968956221397,325.003803625014,30.965152596383,294.038651028631,"violet","",261
"FUN_013524",342.95019058648,324.838726401719,18.1114641847608,306.727262216958,"orange","NDFIP1",769
"FUN_016264",342.593091428202,324.738047498021,17.8550439301814,306.883003567839,"orange","ZNFX1_5",944
"FUN_030211",354.422253513299,324.485570625999,29.9366828872999,294.548887738699,"violet","CDH23_3",1693
"FUN_022403",352.532992546264,324.448433797729,28.0845587485348,296.363875049194,"violet","",1268
"FUN_002836",335.42509786512,324.102880657136,11.3222172079842,312.780663449152,"orange","NELL2",218
"FUN_016786",335.087365186444,324.037580389059,11.0497847973846,312.987795591675,"orange","HCN3_1",977
"FUN_012843",363.18286946359,323.646747224061,39.536122239529,284.110624984532,"violet","TNIP2",742
"FUN_024690",368.853105485379,323.256327781965,45.5967777034143,277.659550078551,"violet","TNFRSF11B",1386
"FUN_008765",348.769666794451,323.248615353165,25.5210514412859,297.727563911879,"greenyellow","",550
"FUN_042563",353.660404836318,323.163746689427,30.4966581468915,292.667088542535,"violet","",2311
"FUN_015871",357.604981486435,323.074149102929,34.5308323835056,288.543316719424,"greenyellow","PRDM9",908
"FUN_039009",337.188143776228,322.656004251977,14.5321395242509,308.123864727726,"orange","",2123
"FUN_020276",352.151009476793,322.638600318718,29.5124091580742,293.126191160644,"greenyellow","",1155
"FUN_015625",330.564282097004,322.539397225822,8.02488487118205,314.51451235464,"orange","",898
"FUN_008537",356.012541012403,322.50058704891,33.5119539634936,288.988633085416,"violet","",545
"FUN_028623",357.286283817128,322.453035815292,34.8332480018353,287.619787813457,"violet","",1583
"FUN_035512",357.867500063534,322.225747890458,35.6417521730753,286.583995717383,"greenyellow","",1941
"FUN_029168",363.893324914227,322.166335370468,41.7269895437591,280.439345826709,"greenyellow","SMC4",1621
"FUN_026836",352.69177234974,321.701678889966,30.9900934597746,290.711585430191,"violet","",1476
"FUN_041929",367.129896615896,321.657677918166,45.4722186977302,276.185459220436,"greenyellow","KIFC1",2270
"FUN_019548",331.933313461109,321.625860133317,10.3074533277919,311.318406805525,"orange","",1123
"FUN_027758",336.103765575001,321.621850710379,14.4819148646226,307.139935845756,"orange","EFCAB14",1542
"FUN_030894",341.727059048685,321.533326511882,20.1937325368027,301.33959397508,"orange","",1717
"FUN_034257",347.058121989609,321.475127199008,25.5829947906018,295.892132408406,"greenyellow","",1899
"FUN_012878",353.492200532791,321.402668326643,32.0895322061488,289.313136120494,"violet","",746
"FUN_012189",358.016685517261,321.247297967522,36.7693875497393,284.477910417783,"violet","",708
"FUN_004890",354.340207954487,321.026959323079,33.3132486314079,287.713710691671,"orange","UNC93A_1",335
"FUN_027584",361.776190840554,320.95994674551,40.8162440950433,280.143702650467,"violet","BIRC7_9",1523
"FUN_036948",364.571181670125,320.6748196466,43.8963620235246,276.778457623075,"violet","BIRC2_47",2008
"FUN_014591",364.548819018612,320.617200656979,43.9316183616328,276.685582295346,"violet","",828
"FUN_014527",331.612212536672,320.521944380102,11.0902681565707,309.431676223531,"orange","SPTAN1",823
"FUN_025469",337.068369407416,320.367706311398,16.7006630960175,303.667043215381,"orange","",1422
"FUN_038737",333.894233222327,320.178381438893,13.7158517834343,306.462529655458,"orange","",2098
"FUN_010791",348.378630383962,319.967199355432,28.4114310285296,291.555768326903,"greenyellow","",636
"FUN_011170",354.820460446599,319.9246681237,34.8957923228991,285.028875800801,"violet","",662
"FUN_017763",347.792450731988,319.599755194888,28.1926955371004,291.407059657787,"violet","",1024
"FUN_017361",348.714733707956,319.353051491545,29.3616822164113,289.991369275133,"violet","",1007
"FUN_023224",334.385939666717,319.266687975892,15.1192516908247,304.147436285068,"orange","EXT2",1322
"FUN_043268",340.681077854055,319.201852232626,21.4792256214288,297.722626611197,"orange","BRMS1L",2332
"FUN_040365",345.239714292903,319.16780666343,26.0719076294731,293.095899033957,"orange","",2191
"FUN_008530",341.392720919492,318.981541456324,22.4111794631684,296.570361993156,"greenyellow","",545
"FUN_018224",352.119287443792,318.911032663057,33.2082547807358,285.702777882321,"violet","",1042
"FUN_042260",348.249210308597,318.834920098262,29.4142902103347,289.420629887927,"orange","",2296
"FUN_012729",328.614498198678,318.71303732771,9.90146087096838,308.811576456741,"orange","PDE1C",735
"FUN_015066",344.479901312762,318.674855273598,25.8050460391638,292.869809234434,"greenyellow","ARHGAP19_1",865
"FUN_043159",355.572699258852,318.592180203177,36.980519055675,281.611661147502,"violet","",2330
"FUN_032626",344.600703716581,318.568766372566,26.0319373440156,292.53682902855,"violet","unc-93_3",1802
"FUN_014773",364.249291528714,318.4342763918,45.8150151369142,272.619261254885,"greenyellow","CASC5",846
"FUN_026103",334.607992235375,318.228034496573,16.3799577388027,301.84807675777,"orange","",1434
"FUN_003677",325.926229124505,318.207563551723,7.71866557278156,310.488897978941,"orange","HTR7_1",277
"FUN_019759",345.495267430082,318.017353861346,27.4779135687361,290.53944029261,"violet","",1140
"FUN_019583",357.574371143809,317.294782138095,40.2795890057142,277.015193132381,"greenyellow","",1123
"FUN_020906",342.598500724796,317.119425726287,25.4790749985094,291.640350727778,"violet","",1196
"FUN_008577",351.391165049724,316.749595116312,34.6415699334119,282.108025182901,"violet","",546
"FUN_001680",345.608400664998,316.714023283257,28.8943773817407,287.819645901517,"greenyellow","MEC2_4",152
"FUN_029619",357.300475463037,316.362221186164,40.9382542768728,275.423966909291,"violet","",1664
"FUN_024324",356.67685461269,316.330699580463,40.3461550322268,275.984544548236,"greenyellow","KIF4A_2",1369
"FUN_003629",366.629799276747,316.205421951923,50.4243773248235,265.7810446271,"greenyellow","ANP32A",273
"FUN_044847",360.62888965742,316.166241769719,44.4626478877016,271.703593882017,"greenyellow","NUSAP1",2350
"FUN_010159",331.02845896847,316.15439270818,14.8740662602896,301.280326447891,"orange","CACNA2D1",614
"FUN_021538",348.108477712447,315.962740588633,32.1457371238141,283.817003464819,"violet","",1219
"FUN_040428",341.797547690792,315.800578947637,25.996968743155,289.803610204482,"violet","",2194
"FUN_017694",348.219029046007,315.735683585762,32.4833454602449,283.252338125517,"violet","",1018
"FUN_027934",342.309103169807,315.416172252754,26.8929309170534,288.523241335701,"violet","",1550
"FUN_030680",344.913376267766,315.22781823643,29.685558031336,285.542260205094,"greenyellow","",1702
"FUN_003116",350.538378012144,314.883952134357,35.6544258777868,279.22952625657,"violet","",236
"FUN_037059",338.033794717051,314.82989302159,23.2039016954607,291.62599132613,"greenyellow","HIRIP3",2018
"FUN_030116",340.841213953212,314.751698852576,26.0895151006362,288.662183751939,"violet","",1691
"FUN_017921",328.714913069483,314.689888437453,14.0250246320301,300.664863805422,"orange","FAM21A",1028
"FUN_019210",335.302232930496,314.344196248068,20.9580366824283,293.386159565639,"orange","",1103
"FUN_005625",352.087394260705,314.192261234847,37.8951330258578,276.297128208989,"greenyellow","TOPBP1",379
"FUN_002949",341.006924667509,313.660522984761,27.346401682748,286.314121302013,"violet","MUC3A_2",226
"FUN_023323",319.096565067355,313.525276714581,5.57128835277427,307.953988361806,"orange","",1324
"FUN_039758",329.125565391902,313.238911002539,15.8866543893633,297.352256613176,"orange","",2160
"FUN_035165",340.747493297875,313.140079928411,27.6074133694638,285.532666558947,"orange","nAChRa4_3",1920
"FUN_042924",340.794181881947,312.059203736507,28.7349781454396,283.324225591067,"violet","",2323
"FUN_042213",320.296953643365,312.037506185104,8.25944745826064,303.778058726844,"orange","CASPS7_4",2289
"FUN_009513",332.449515828444,311.954787943726,20.4947278847177,291.460060059009,"orange","",588
"FUN_039496",326.239890045965,311.876442515802,14.3634475301628,297.512994985639,"orange","",2146
"FUN_043529",331.592245709749,311.714445260381,19.8778004493682,291.836644811013,"orange","FNDC5",2337
"FUN_036046",354.479336429308,310.966356743528,43.51297968578,267.453377057748,"greenyellow","MEC2_10",1961
"FUN_018384",340.160440652299,310.88253479628,29.2779058560191,281.604628940261,"greenyellow","",1050
"FUN_032843",343.173940917037,310.852323144001,32.3216177730362,278.530705370964,"greenyellow","",1815
"FUN_023973",320.014872238841,310.723955593191,9.29091664565044,301.43303894754,"orange","MSI1",1349
"FUN_021711",330.072566442738,310.644867945996,19.4276984967425,291.217169449254,"orange","NUCB2",1227
"FUN_022648",319.470701386909,310.53097544632,8.9397259405888,301.591249505731,"orange","GLRA3_3",1292
"FUN_008152",327.183482526649,310.182621864795,17.0008606618533,293.181761202942,"orange","",521
"FUN_016017",335.967795292339,310.052710685729,25.9150846066104,284.137626079119,"orange","",922
"FUN_039762",345.800307864072,309.704132403923,36.0961754601492,273.607956943774,"greenyellow","OMA1_1",2160
"FUN_042005",345.770257932824,309.692601876517,36.077656056307,273.61494582021,"greenyellow","",2271
"FUN_007198",328.239375177391,309.523313884729,18.7160612926621,290.807252592066,"orange","",469
"FUN_024155",315.297634619585,309.504045421332,5.79358919825279,303.71045622308,"orange","",1359
"FUN_024514",343.081002554145,309.476198209656,33.6048043444883,275.871393865168,"orange","",1384
"FUN_006188",320.141551069499,309.449732659314,10.6918184101851,298.757914249129,"orange","TXNDC9",418
"FUN_026699",326.964249273095,309.095705925303,17.8685433477917,291.227162577512,"orange","",1466
"FUN_033012",321.423230802607,308.718706168263,12.7045246343437,296.014181533919,"orange","",1818
"FUN_024100",338.562169343296,308.299135283037,30.2630340602593,278.036101222778,"violet","",1357
"FUN_036517",355.027042413491,308.165385333114,46.8616570803774,261.303728252736,"violet","",1979
"FUN_006455",315.614853524303,307.946557442997,7.66829608130604,300.278261361691,"orange","",433
"FUN_028780",332.111814730792,307.481094943227,24.6307197875648,282.850375155662,"greenyellow","CCNB1IP1",1594
"FUN_008020",321.044452274093,307.23303265286,13.8114196212329,293.421613031627,"orange","CCDC64",520
"FUN_037805",333.625623324742,307.15478096162,26.4708423631213,280.683938598499,"violet","",2057
"FUN_013760",343.615233316184,307.104536155092,36.5106971610919,270.593838994,"violet","",773
"FUN_027074",319.603135247759,306.937615873067,12.6655193746922,294.272096498374,"orange","PPP1CC",1502
"FUN_001310",322.923408699199,306.863500349694,16.0599083495044,290.80359200019,"orange","",127
"FUN_029783",341.802507987697,306.592075271257,35.2104327164404,271.381642554816,"greenyellow","",1672
"FUN_022497",342.786208738747,306.188230545625,36.5979781931213,269.590252352504,"violet","",1279
"FUN_014574",322.834406575378,305.898351623861,16.9360549515172,288.962296672344,"orange","NOS1AP_1",823
"FUN_016466",319.588420979964,305.891166561476,13.6972544184879,292.193912142988,"orange","MTMR9",954
"FUN_023278",321.045283070166,305.835062515271,15.2102205548946,290.624841960376,"orange","FUT8_2",1324
"FUN_011683",319.72254246212,305.833853673374,13.8886887887464,291.945164884627,"orange","",683
"FUN_043336",356.972910144756,305.69485579204,51.2780543527165,254.416801439323,"greenyellow","RIF1",2333
"FUN_046932",315.038684379801,305.676873719897,9.36181065990382,296.315063059993,"orange","eat-18_3",218
"FUN_035041",338.127949439181,305.629496726093,32.4984527130879,273.131044013005,"greenyellow","TTC13",1919
"FUN_026818",356.09900428602,305.557247959433,50.5417563265874,255.015491632845,"violet","",1475
